280,1400000,-6.0
281,1405000,-5.0
282,1410000,-11.0
283,1415000,-6.0
284,1420000,-8.0
285,1425000,-4.0
286,1430000,-11.0
287,1435000,-6.0
288,1440000,-11.0
289,1445000,-11.0
290,1450000,-8.0
291,1455000,-10.0
292,1460000,-9.0
293,1465000,-10.0
294,1470000,-10.0
295,1475000,-6.0
296,1480000,-9.0
297,1485000,-5.0
298,1490000,-7.0
299,1495000,-12.0
300,1500000,-11.0
301,1505000,-6.0
302,1510000,-10.0
303,1515000,-5.0
304,1520000,-9.0
305,1525000,-6.0
306,1530000,-9.0
307,1535000,-8.0
308,1540000,-6.0
309,1545000,-8.0
310,1550000,-8.0
311,1555000,-8.0
312,1560000,-8.0
313,1565000,-11.0
314,1570000,-9.0
315,1575000,-8.0
316,1580000,-4.0
317,1585000,-10.0
318,1590000,-9.0
319,1595000,-8.0
320,1600000,-10.0
321,1605000,-11.0
322,1610000,-7.0
323,1615000,-10.0
324,1620000,-8.0
325,1625000,-10.0
326,1630000,-12.0
327,1635000,-9.0
328,1640000,-9.0
329,1645000,-6.0
330,1650000,-7.0
331,1655000,-9.0
332,1660000,-8.0
333,1665000,-10.0
334,1670000,-6.0
335,1675000,-9.0
336,1680000,-9.0
337,1685000,-6.0
338,1690000,-8.0
339,1695000,-9.0
340,1700000,-10.0
341,1705000,-3.0
342,1710000,-10.0
343,1715000,-8.0
344,1720000,-11.0
345,1725000,-8.0
346,1730000,-7.0
347,1735000,-12.0
348,1740000,-10.0
349,1745000,-12.0
350,1750000,-10.0
351,1755000,-7.0
352,1760000,-12.0
353,1765000,-9.0
354,1770000,-5.0
355,1775000,-8.0
356,1780000,-3.0
357,1785000,-8.0
358,1790000,-13.0
359,1795000,-4.0
360,1800000,-10.0
361,1805000,-5.0
362,1810000,-10.0
363,1815000,-12.0
364,1820000,-11.0
365,1825000,-7.0
366,1830000,-7.0
367,1835000,-7.0
368,1840000,-8.0
369,1845000,-11.0
370,1850000,-4.0
371,1855000,-9.0
372,1860000,-8.0
373,1865000,-11.0
374,1870000,-6.0
375,1875000,-10.0
376,1880000,-11.0
377,1885000,-11.0
378,1890000,-5.0
379,1895000,-10.0
380,1900000,-13.0
381,1905000,-10.0
382,1910000,-3.0
383,1915000,-9.0
384,1920000,-7.0
385,1925000,-10.0
386,1930000,-7.0
387,1935000,-7.0
388,1940000,-11.0
389,1945000,-9.0
390,1950000,-8.0
391,1955000,-2.0
392,1960000,-10.0
393,1965000,-14.0
394,1970000,-12.0
395,1975000,-10.0
396,1980000,-3.0
397,1985000,-12.0
398,1990000,-12.0
399,1995000,-2.0
400,2000000,-8.0
