1,5000,-11.0
2,10000,-11.0
3,15000,-11.0
4,20000,-11.0
5,25000,-11.0
6,30000,-9.0
7,35000,-7.0
8,40000,-9.0
9,45000,-9.0
10,50000,-2.0
11,55000,-13.0
12,60000,-2.0
13,65000,-12.0
14,70000,-7.0
15,75000,-11.0
16,80000,-10.0
17,85000,-9.0
18,90000,0.0
19,95000,-10.0
20,100000,-10.0
21,105000,-12.0
22,110000,-6.0
23,115000,-7.0
24,120000,-9.0
25,125000,-11.0
26,130000,-7.0
27,135000,-9.0
28,140000,0.0
29,145000,-11.0
30,150000,-8.0
31,155000,-12.0
32,160000,-12.0
33,165000,-9.0
34,170000,-8.0
35,175000,-7.0
36,180000,-9.0
37,185000,-7.0
38,190000,-9.0
39,195000,-13.0
40,200000,-11.0
41,205000,-9.0
42,210000,-7.0
43,215000,-10.0
44,220000,-9.0
45,225000,-10.0
46,230000,-9.0
47,235000,-8.0
48,240000,-12.0
49,245000,-9.0
50,250000,-3.0
51,255000,-9.0
52,260000,-12.0
53,265000,-13.0
54,270000,-10.0
55,275000,-6.0
56,280000,-8.0
57,285000,-9.0
58,290000,-11.0
59,295000,-12.0
60,300000,-9.0
61,305000,-9.0
62,310000,-9.0
63,315000,-9.0
64,320000,-12.0
65,325000,-10.0
66,330000,-12.0
67,335000,-9.0
68,340000,-12.0
69,345000,-8.0
70,350000,-9.0
71,355000,-7.0
72,360000,-10.0
73,365000,-11.0
74,370000,-11.0
75,375000,-12.0
76,380000,-6.0
77,385000,-10.0
78,390000,-12.0
79,395000,-9.0
80,400000,-10.0
81,405000,-11.0
82,410000,-11.0
83,415000,-10.0
84,420000,-10.0
85,425000,-8.0
86,430000,-11.0
87,435000,-8.0
88,440000,-11.0
89,445000,-12.0
90,450000,-11.0
91,455000,-13.0
92,460000,-12.0
93,465000,-5.0
94,470000,-7.0
95,475000,-11.0
96,480000,-11.0
97,485000,-10.0
98,490000,-8.0
99,495000,-9.0
100,500000,-11.0
101,505000,-11.0
102,510000,-8.0
103,515000,-9.0
104,520000,-12.0
105,525000,-12.0
106,530000,-10.0
107,535000,-10.0
108,540000,-10.0
109,545000,-10.0
110,550000,-11.0
111,555000,-8.0
112,560000,-10.0
113,565000,-11.0
114,570000,-8.0
115,575000,-11.0
116,580000,-11.0
117,585000,-10.0
118,590000,-10.0
119,595000,-9.0
120,600000,-11.0
121,605000,-11.0
122,610000,-10.0
123,615000,-9.0
124,620000,-10.0
125,625000,-8.0
126,630000,-12.0
127,635000,-10.0
128,640000,-13.0
129,645000,-10.0
130,650000,-9.0
131,655000,-11.0
132,660000,-12.0
133,665000,-11.0
134,670000,-11.0
135,675000,-9.0
136,680000,-10.0
137,685000,-10.0
138,690000,-11.0
139,695000,-11.0
140,700000,-10.0
141,705000,-10.0
142,710000,-11.0
143,715000,-11.0
144,720000,-9.0
145,725000,-10.0
146,730000,-11.0
147,735000,-12.0
148,740000,-10.0
149,745000,-10.0
150,750000,-8.0
151,755000,-11.0
152,760000,-8.0
153,765000,-7.0
154,770000,-11.0
155,775000,-9.0
156,780000,-10.0
157,785000,-10.0
158,790000,-9.0
159,795000,-9.0
160,800000,-10.0
161,805000,-10.0
162,810000,-8.0
163,815000,-11.0
164,820000,-10.0
165,825000,-9.0
166,830000,-10.0
167,835000,-13.0
168,840000,-9.0
169,845000,-10.0
170,850000,-11.0
171,855000,-11.0
172,860000,-11.0
173,865000,-10.0
174,870000,-10.0
175,875000,-10.0
176,880000,-10.0
177,885000,-10.0
178,890000,-9.0
179,895000,-11.0
180,900000,-11.0
181,905000,-9.0
182,910000,-10.0
183,915000,-11.0
184,920000,-10.0
185,925000,-13.0
186,930000,-11.0
187,935000,-10.0
188,940000,-11.0
189,945000,-9.0
190,950000,-11.0
191,955000,-11.0
192,960000,-11.0
193,965000,-7.0
194,970000,-9.0
195,975000,-8.0
196,980000,-10.0
197,985000,-10.0
198,990000,-7.0
199,995000,-7.0
200,1000000,-12.0
201,1005000,-8.0
202,1010000,-10.0
203,1015000,-10.0
204,1020000,-11.0
205,1025000,-11.0
206,1030000,-7.0
207,1035000,-9.0
208,1040000,-11.0
209,1045000,-9.0
210,1050000,-9.0
211,1055000,-9.0
212,1060000,-12.0
213,1065000,-7.0
214,1070000,-9.0
215,1075000,-9.0
216,1080000,-10.0
217,1085000,-11.0
218,1090000,-9.0
219,1095000,-11.0
220,1100000,-9.0
221,1105000,-9.0
222,1110000,-9.0
223,1115000,-10.0
224,1120000,-12.0
225,1125000,-7.0
226,1130000,-8.0
227,1135000,-10.0
228,1140000,-12.0
229,1145000,-7.0
230,1150000,-11.0
231,1155000,-9.0
232,1160000,-12.0
233,1165000,-11.0
234,1170000,-10.0
235,1175000,-10.0
236,1180000,-10.0
237,1185000,-8.0
238,1190000,-11.0
239,1195000,-10.0
240,1200000,-12.0
241,1205000,-10.0
242,1210000,-8.0
243,1215000,-10.0
244,1220000,-11.0
245,1225000,-7.0
246,1230000,-10.0
247,1235000,-8.0
248,1240000,-10.0
249,1245000,-9.0
250,1250000,-10.0
251,1255000,-10.0
252,1260000,-9.0
253,1265000,-10.0
254,1270000,-12.0
255,1275000,-12.0
256,1280000,-11.0
257,1285000,-7.0
258,1290000,-10.0
259,1295000,-9.0
260,1300000,-11.0
261,1305000,-11.0
262,1310000,-8.0
263,1315000,-9.0
264,1320000,-11.0
265,1325000,-10.0
266,1330000,-13.0
267,1335000,-12.0
268,1340000,-9.0
269,1345000,-9.0
270,1350000,-9.0
271,1355000,-12.0
272,1360000,-11.0
273,1365000,-10.0
274,1370000,-5.0
275,1375000,-6.0
276,1380000,-12.0
277,1385000,-10.0
278,1390000,-11.0
279,1395000,-11.0
